Reference DOI,Reference URL,Reference Citation,Paper ID,Host Name,Host TaxonID,Virus Name,Virus TaxonID,Sampling Time,,Interaction Type ID,Study Type,Result Type,Measurement Method Name,Measurement Method ID,Result,Confidence Interval,Format,Statistical Method Name,Statistical Method ID,Misc Method Conditions,Use for Prevalence,Locality,LocalityID,Municipality,County,StateProvince,Country,Verbatim Locality,Field Site ID,Habitat Name,Habitat ID,Host Sex,Host Lifestage Name,Host Lifestage ID,Host Material Name,Host Material ID,Misc Host Attributes,,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus truei,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Juvenile,,Blood,MeSH:D001769,Rodent 2236 | Capture Date 1998-05-18 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus truei,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:1 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Juvenile | Adult,,Blood,MeSH:D001769,Rodent 2236 | Capture Date 1998-06-10 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus truei,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Juvenile,,Blood,MeSH:D001769,Rodent 2236 | Capture Date 1998-04-25 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus truei,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Juvenile,,Blood,MeSH:D001769,Rodent 2236 | Capture Date 1998-05-18 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus truei,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:1 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Juvenile | Adult,,Blood,MeSH:D001769,Rodent 2236 | Capture Date 1998-06-10 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2377 | Capture Date 1998-06-28 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:3 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2377 | Capture Date 1998-07-22 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2377 | Capture Date 1998-06-28 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,1,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:3 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2377 | Capture Date 1998-07-22 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Adult,,Blood,MeSH:D001769,Rodent 2575 | Capture Date 1998-08-15 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:3 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Adult,,Blood,MeSH:D001769,Rodent 2575 | Capture Date 1998-10-14 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Adult,,Blood,MeSH:D001769,Rodent 2575 | Capture Date 1998-08-15 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,1,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:3 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Female,Adult,,Blood,MeSH:D001769,Rodent 2575 | Capture Date 1998-10-14 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2658 | Capture Date 1998-09-09 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:5 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2658 | Capture Date 1998-10-14 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2658 | Capture Date 1998-09-09 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:5 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2658 | Capture Date 1998-10-14 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2768 | Capture Date 1998-10-04 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:1 | Enzyme-Linked Immunosorbent Assay IgM,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2768 | Capture Date 1998-10-27 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,0,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:0 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2768 | Capture Date 1998-10-04 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Only Count,Enzyme Linked Immunosorbent Assay,,NA,NA,Positive integer,,,Previous Enzyme-Linked Immunosorbent Assay IgG:1 | Enzyme-Linked Immunosorbent Assay IgG,1,NA,,NA,NA,NA,NA,NA,NA,,,Male,Adult,,Blood,MeSH:D001769,Rodent 2768 | Capture Date 1998-10-27 (from previous study),,
10.1016/j.jviromet.2008.05.008,https://www.sciencedirect.com/science/article/abs/pii/S0166093408001699?via%3Dihub,"Bego, M. G., Bawiec, D., Dandge, D., Martino, B., Dearing, D., Wilson, E., & St Jeor, S. (2008). Development of an ELISA to detect Sin Nombre virus-specific IgM from deer mice (Peromyscus maniculatus). Journal of virological methods, 151(2), 204–210. https://doi.org/10.1016/j.jviromet.2008.05.008",R717-Bego2008,Peromyscus maniculatus,,Sin Nombre Virus,,NA,,,Field Study,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,17 |18 | 35,NA,List of positive integers,,,SNV-specific IgM antibody test,0,NA,,NA,NA,NA,NA,NA,NA,,,Male | Female,Adult,,Blood,MeSH:D001769,NA,,
,,,R719-Korva2009,Arvicola terrestris,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 2 | 2,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Microtus agrestis,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,1 | 7 | 8,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Microtus arvais,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,5 | 10 | 15,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Microtus nivalis,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 5 | 5,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Microtus liechtensteini,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 3 | 3,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Microtus subterraneus,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,1 | 0 | 1,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Crocidura leucodon,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 4 | 4,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Crocidura suaveolens,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 4 | 4,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Neomys anomalus,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 12 | 12,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Neomys fodiens,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 8 | 8,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Sorex alpinus,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 1 | 1,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
,,,R719-Korva2009,Sorex araneus,,TULA Orthohantavirus,,NA,,,Field observation,Positive-Negative-Total Count,Reverse Transcription Polymerase Chain Reaction,,0 | 12 | 12,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Slovania,Various HFRS regions,NA,,,Male | Female,NA,,Lung,MeSH:D008168,NA,,
10.1016/S0168-1702(01)00227-1,https://www.sciencedirect.com/science/article/pii/S0168170201002271?via%3Dihub,"Drebot, M. A., Gavrilovskaya, I., Mackow, E. R., Chen, Z., Lindsay, R., Sanchez, A. J., Nichol, S. T., & Artsob, H. (2001). Genetic and serotypic characterization of Sin Nombre-like viruses in Canadian Peromyscus maniculatus mice. Virus research, 75(1), 75–86. https://doi.org/10.1016/s0168-1702(01)00227-1",R735-Drebot2001,Peromyscus maniculatus,,Sin Nombre-like Viruses,,NA,,,Field Observation,Positive-Only Count,Enzyme Linked Immunosorbent Assay | Reverse Transcription Polymerase Chain Reaction,,4,NA,Integer,,,NA,1,NA,,NA,NA,Alberta,Canada,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.1016/S0168-1702(01)00227-1,https://www.sciencedirect.com/science/article/pii/S0168170201002271?via%3Dihub,"Drebot, M. A., Gavrilovskaya, I., Mackow, E. R., Chen, Z., Lindsay, R., Sanchez, A. J., Nichol, S. T., & Artsob, H. (2001). Genetic and serotypic characterization of Sin Nombre-like viruses in Canadian Peromyscus maniculatus mice. Virus research, 75(1), 75–86. https://doi.org/10.1016/s0168-1702(01)00227-1",R735-Drebot2001,Peromyscus maniculatus,,Sin Nombre-like Viruses,,NA,,,Field Observation,Positive-Only Count,Enzyme Linked Immunosorbent Assay | Reverse Transcription Polymerase Chain Reaction,,1,NA,Integer,,,NA,1,NA,,NA,NA,Saskatchewan,Canada,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.1016/S0168-1702(01)00227-1,https://www.sciencedirect.com/science/article/pii/S0168170201002271?via%3Dihub,"Drebot, M. A., Gavrilovskaya, I., Mackow, E. R., Chen, Z., Lindsay, R., Sanchez, A. J., Nichol, S. T., & Artsob, H. (2001). Genetic and serotypic characterization of Sin Nombre-like viruses in Canadian Peromyscus maniculatus mice. Virus research, 75(1), 75–86. https://doi.org/10.1016/s0168-1702(01)00227-1",R735-Drebot2001,Peromyscus maniculatus,,Sin Nombre-like Viruses,,NA,,,Field Observation,Positive-Only Count,Enzyme Linked Immunosorbent Assay | Reverse Transcription Polymerase Chain Reaction,,2,NA,Integer,,,NA,1,NA,,NA,NA,Quebec,Canada,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.1016/S0168-1702(01)00227-1,https://www.sciencedirect.com/science/article/pii/S0168170201002271?via%3Dihub,"Drebot, M. A., Gavrilovskaya, I., Mackow, E. R., Chen, Z., Lindsay, R., Sanchez, A. J., Nichol, S. T., & Artsob, H. (2001). Genetic and serotypic characterization of Sin Nombre-like viruses in Canadian Peromyscus maniculatus mice. Virus research, 75(1), 75–86. https://doi.org/10.1016/s0168-1702(01)00227-1",R735-Drebot2001,Peromyscus maniculatus,,Sin Nombre-like Viruses,,NA,,,Field Observation,Positive-Only Count,Enzyme Linked Immunosorbent Assay | Reverse Transcription Polymerase Chain Reaction,,2,NA,Integer,,,NA,1,NA,,NA,NA,New Brunswick,Canada,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
,,,R737-Billinis2009,Mus musculus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 5 | 5,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,2 | 5 | 7,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Apodemus sylvaticus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,1 | 1 | 2,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
